plate,road,speed
WA6895BO,R90,94.7
EE4393AB,R90,99.5
YK1218ER,R90,99.6
SF4452MD,R90,95.6
RC7417KZ,R90,98.4
MT1427VG,R90,97.7
HK7706XJ,R90,94.5
MQ1741EA,R90,96.8
JP9980DU,R90,97.6
UT8086IS,R90,96.9
SJ4878QD,R90,95.6
OY7938NN,R90,99.8
HQ6881NI,R90,99.8
SH1060NR,R90,90.2
ZR6431NI,R90,95.6
YX8606AY,R90,98.2
GA9700EI,R90,97.8
OV9589XZ,R90,102.6
JF2760BJ,R90,95.9
KY6660AY,R90,93.6
SU1034ZS,R90,101.3
LE6894FJ,R90,97.9
YO7231DJ,R90,99.7
KT4756ZU,R90,98.1
IT6252DF,R90,87.9
EA6091GR,R90,99.5
TA6272XL,R90,98.4
AE3581XU,R90,98.3
QT2425TS,R90,91.1
JX4552JB,R90,93.9
ZX5387AA,R90,99.0
HC4926VU,R90,98.8
OG9517EY,R90,94.8
XS5721GV,R90,98.5
EX5678MK,R90,102.5
RU1933IX,R90,93.1
TT5035XR,R90,96.9
MW2428CY,R90,93.8
VK5916BU,R90,98.6
YS8458ZP,R90,92.0
OG9538UG,R90,99.4
NA8171DO,R90,93.6
VG3653XL,R90,98.9
XL4557VM,R90,96.5
BE9507OE,R90,92.1
GC4665QN,R90,99.2
YM5400RU,R90,94.2
BK1479ZP,R90,97.8
MG2583PQ,R90,98.1
DY5233LG,R90,99.7
GF8189LD,R90,102.1
IU8636SV,R90,94.8
OR9330GG,R90,94.7
QP1917NV,R90,100.8
PO4233QK,R90,94.6
BP4221OQ,R90,96.6
GQ4913XG,R90,93.0
LD9378VB,R90,97.4
QA4653UT,R90,101.7
FJ2022TB,R90,97.8
MX6100DG,R90,97.6
LP2629OH,R90,99.2
XE1295ZL,R90,99.5
UW3049TX,R90,98.2
CR1946BQ,R90,102.2
ZE5020YB,R90,86.9
HI1753SK,R90,99.7
VO5210ZD,R90,98.3
GS8165ID,R90,97.6
CU8030WH,R90,99.1
PQ9192FI,R90,94.3
EW7078TU,R90,91.5
HP5641MD,R90,97.9
GU3044RQ,R90,96.3
ZY1251EP,R90,97.5
GN6664UJ,R90,100.3
QF3104SY,R90,93.7
EJ6252PZ,R90,97.3
YH5801CW,R90,90.9
MW6184IX,R90,100.0
WM2304UT,R90,99.1
FP5392BG,R90,98.9
ZR7987KD,R90,92.0
DG2777BO,R90,94.8
OW8817AS,R90,93.8
ND9542UR,R90,97.1
IM5544SP,R90,99.5
VG5497LC,R90,96.8
AL5526GF,R90,96.4
GH9476BX,R90,101.5
QO3501NI,R90,97.8
DQ3645PB,R90,97.5
XN1247UN,R90,90.6
FB3336MO,R90,98.0
HO3226KO,R90,97.5
AP8336DH,R90,96.7
AP4004VD,R90,94.6
AR9639XR,R90,96.3
FW6542PR,R90,89.8
HT6501QN,R90,91.2
YP8895XT,R90,102.4
PQ2661RB,R90,96.8
AZ9060EL,R90,101.4
HH7458FI,R90,91.9
XH6100VP,R90,94.7
IM9687BF,R90,99.6
PM2298HJ,R90,91.9
RF7265YR,R90,93.9
SX4013JQ,R90,99.4
KA4864IT,R90,95.6
MF6226OF,R90,97.1
ED7969XB,R90,97.5
MB4206HI,R90,90.4
HX7110RJ,R90,99.4
DP4315SH,R90,98.5
YA4347KO,R90,99.2
LW5192XK,R90,88.2
YW8754ZK,R90,95.3
IQ7458MV,R90,99.3
WZ6782GT,R90,99.5
XI9986DB,R90,99.0
YW8211OP,R90,99.5
MT9216OU,R90,96.5
CN1803MS,R90,93.5
AK4688YJ,R90,98.4
RN5694TR,R90,99.0
IP5136MB,R90,96.5
XA4390WT,R90,97.0
SY5909YW,R90,90.1
WL5895PU,R90,95.5
UY4953XR,R90,90.6
YE2562UT,R90,97.1
MU4235AC,R90,97.2
CF1250MB,R90,92.3
DE9888OJ,R90,96.5
FJ4376GF,R90,96.0
KL8816SI,R90,99.5
WC5552NL,R90,95.0
WW4040FN,R90,96.1
JW5362DS,R90,93.9
YF9128VO,R90,98.9
PX9788YD,R90,102.4
AM2083IE,R90,97.4
FI6884BB,R90,102.4
IN5750KC,R90,98.0
IF4683CZ,R90,100.8
AU6070MQ,R90,99.8
AS1708ZL,R90,95.4
JT9542TB,R90,94.8
KG1981JI,R90,103.0
DG7024IA,R90,99.8
TH9170EN,R90,96.7
YZ5946AP,R90,92.0
II3703UO,R90,100.0
BD6315FW,R90,98.9
GT9572EL,R90,96.2
FO3944DX,R90,105.1
AO5745JV,R90,96.6
ST5022DW,R90,96.1
XT8180LG,R90,94.1
RV2401FH,R90,96.9
FJ5883MK,R90,96.4
TB8963IF,R90,95.4
YU4518SS,R90,97.9
HZ1573AT,R90,97.7
VQ7710LM,R90,89.6
II2638CU,R90,97.2
DM7468CM,R90,96.1
EZ3794TL,R90,94.3
KJ1329HJ,R90,98.6
DI1352IV,R90,95.2
ST2081RD,R90,94.8
WK5239EU,R90,99.4
ZN6802CP,R90,99.6
EN6082JV,R90,95.7
WC7705DV,R90,97.2
XU1960PE,R90,95.2
QP5504EF,R90,97.2
SI5393NN,R90,92.7
JQ9249XT,R90,100.9
DU3634VL,R90,93.9
AJ7361EY,R90,98.4
ZK1990OF,R90,95.6
WW8467DX,R90,93.3
XH7069MU,R90,94.6
RO5954ND,R90,92.2
ZL1779IT,R90,99.7
BO7723AR,R90,96.5
LN1011UA,R90,100.5
YU3063KV,R90,97.6
TS4652TS,R90,103.2
JL1797GS,R90,99.9
LS7567YM,R90,98.5
HN8574AV,R90,87.5
DL4471NR,R90,98.0
CY8349TX,R90,99.9
CQ1503GT,R90,100.0
DM9226HR,R90,97.5
MV8733YT,R90,93.3
CJ2240CK,R90,99.8
BL3483QC,R90,97.2
OS4989JJ,R90,96.3
CG8262GO,R90,97.6
LG7853ZI,R90,90.9
GO9541UV,R90,96.5
BL4375MA,R90,98.9
PJ1575GL,R90,98.9
CA6846TV,R90,94.0
GZ2081BN,R90,98.0
PB6328QV,R90,93.9
EJ7007ND,R90,91.9
MY7922HD,R90,98.0
AG4314VS,R90,99.2
LN5856XM,R90,95.3
DY8390QZ,R90,99.4
BC7439RD,R90,93.4
MA8194PX,R90,99.6
GV5409QT,R90,99.6
SK8477KO,R90,96.1
ZH1274CM,R90,99.6
SS1924KQ,R90,96.0
EL4702KE,R90,93.6
CA8059YY,R90,95.9
TU4169NF,R90,96.2
GZ1596PV,R90,99.1
VR2455AM,R90,94.0
GK2478XD,R90,97.9
OI8730OF,R90,97.1
HI4919LJ,R90,97.9
GN7313SC,R90,90.8
SK6973TH,R90,98.1
SV5125AI,R90,99.4
ZX8561UR,R90,97.8
WV8530CL,R90,98.8
QY9500CD,R90,95.1
KP7162GJ,R90,99.1
BF2237WC,R90,96.2
ZG8448AF,R90,101.2
DT1791PL,R90,99.4
PQ4946GM,R90,95.8
BR6724CN,R90,96.9
GU5438KX,R90,97.0
LA7564UD,R90,90.2
VC4210EZ,R90,103.1
RM8392AB,R90,94.6
HA4991NR,R90,97.0
DS7953RA,R90,97.6
AN1134FH,R90,96.4
WH5353RR,R90,96.6
CC8276ZN,R90,96.5
IA6538UU,R90,92.5
FM4865VA,R90,99.3
TF9979JC,R90,94.7
SD6075BJ,R90,100.0
FG8449CF,R90,96.3
MC2493QD,R90,98.2
CE8321VB,R90,93.9
TS4740SV,R90,97.2
XF4166OE,R90,94.7
HP4510DJ,R90,95.7
QQ1323YX,R90,101.5
DE7560NT,R90,99.5
KC8157GW,R90,97.6
PF2439YM,R90,97.4
GO1492WV,R90,96.2
VM7879WX,R90,93.8
OY5135HE,R90,93.8
JO6650KH,R90,93.4
US6945HA,R90,97.8
AZ1788RK,R90,88.2
DO9392XO,R90,96.5
OI5605YH,R90,96.3
HC6041ML,R90,94.7
OE5168UM,R90,100.7
DX7966VF,R90,94.5
KR8627CV,R90,96.3
WN6353IB,R90,98.5
HV3669CJ,R90,95.2
GL3133YE,R90,93.8
FE9118OO,R90,105.8
SD9097GH,R90,87.9
EM9636RP,R90,88.5
SG7565QH,R90,88.5
DA8198JN,R90,97.1
YV8768BP,R90,98.7
FH7449PB,R90,98.4
IH7872VK,R90,97.6
OD3746FT,R90,96.5
VJ1046BU,R90,94.2
SG8839ZX,R90,94.0
WL7389KJ,R90,90.1
VA4912GJ,R90,92.4
PA6746TH,R90,92.9
LI4738QM,R90,95.2
LC2042WJ,R90,96.9
LN9822NJ,R90,98.1
ZD1724AI,R90,91.0
BH2956SY,R90,104.6
YI3304TK,R90,95.6
XE5691RP,R90,96.6
IH7523IC,R90,98.8
LH5491UC,R90,93.6
WL9459DF,R90,93.4
RM9997JP,R90,99.3
MH3119WF,R90,99.5
TK4481BE,R90,100.6
CH5012YW,R90,98.7
UC9295IY,R90,97.6
TP9685EA,R90,95.0
TF1571XB,R90,98.2
ZA8981VX,R90,95.4
LP1773XF,R90,90.9
CM1976HB,R90,89.9
GH6833YO,R90,95.7
XB6460DE,R90,95.9
EC7405BJ,R90,97.9
YM3704EZ,R90,97.6
FT3207HX,R90,97.7
YP7553KA,R90,99.2
RR6680AW,R90,102.3
JB2577UC,R90,99.5
HC2948SS,R90,93.8
DG3588KX,R90,91.7
DV2274FW,R90,98.4
FX3672JV,R90,94.0
OE5483AX,R90,101.9
VZ1866MT,R90,97.0
FD1836BX,R90,99.6
PD9839XX,R90,102.8
ZI6045TZ,R90,96.0
BS1481ON,R90,98.7
PR9271QJ,R90,94.5
GY7371GC,R90,96.3
LK9138VZ,R90,93.4
NP1910OJ,R90,97.3
SF9457SV,R90,96.3
EM6652EX,R90,95.7
JI4032YZ,R90,93.8
RG3223YK,R90,92.6
IM7455FF,R90,93.2
NS4708WE,R90,94.9
LW8880JJ,R90,97.3
GU1100AL,R90,95.7
GV8085KI,R90,97.5
NN5638LI,R90,92.6
OP5866JK,R90,98.7
ZP9678LM,R90,99.4
IR9701CV,R90,95.0
UV4530BK,R90,99.1
XH3911PJ,R90,96.2
TY6955AB,R90,95.6
CX9623RS,R90,92.3
IP7583IY,R90,97.1
XZ8026BZ,R90,99.5
BB2418HX,R90,97.6
FZ3249VQ,R90,97.7
EB6754KM,R90,99.0
HB4866JP,R90,92.9
PL3890SF,R90,100.7
UN9015CF,R90,97.9
XE2648FI,R90,91.9
JM7332YT,R90,101.0
IX9716CS,R90,96.5
VQ3275FY,R90,94.0
GZ9286JU,R90,94.3
ZV5003JC,R90,98.2
IN8222CU,R90,95.5
FB3722QG,R90,96.3
XE6378MT,R90,98.9
PT4807BD,R90,99.8
RO3944YI,R90,99.2
AY1123XM,R90,98.4
ON6214XI,R90,95.0
JI3088EK,R90,94.4
HD5114IV,R90,96.7
MW8436PN,R90,98.2
HX6659BV,R90,92.2
ZG1669JZ,R90,94.0
DG3820EV,R90,109.9
ZR1665MY,R90,99.7
PF5481DM,R90,82.7
FH7410YX,R90,100.2
XI5803LW,R90,97.6
IP4964BX,R90,97.4
MB9219UW,R90,98.9
BR7065TE,R90,91.6
JS6967XA,R90,96.2
SW5642VV,R90,95.8
CK4734AY,R90,94.2
LI1087GL,R90,105.5
FD9373CE,R90,94.1
QG7381HE,R90,98.4
ZZ9899TQ,R90,92.9
MY1161TA,R90,88.5
WN9224GY,R90,95.2
GR3864RC,R90,102.0
VS9045RK,R90,93.3
NL9130CH,R90,94.8
AM1979KQ,R90,97.1
SV1336QD,R90,99.0
TJ6632YJ,R90,96.1
FF7224MY,R90,100.9
SE3941ZL,R90,87.5
DG6280BU,R90,95.2
KH7412QQ,R90,95.0
SU4765EZ,R90,101.6
BL5447JA,R90,91.5
RM9669ZI,R90,95.5
NW1501BG,R90,94.4
CC2687TY,R90,98.2
SH4787YN,R90,99.9
LG4879TC,R90,94.9
CE4902CI,R90,91.9
XO7269LP,R90,98.7
XR3823CY,R90,99.9
JL3955FM,R90,99.4
GN5034GB,R90,89.2
RB2016FD,R90,95.0
TO8328XC,R90,97.9
YH5276XK,R90,92.4
IU1645WY,R90,95.7
YA6486GX,R90,94.6
NT9152YI,R90,99.9
JE8975HO,R90,97.5
ZN3995LS,R90,98.8
UY6725UX,R90,93.7
YY2397UY,R90,99.0
QO4644RG,R90,94.6
WT4640XI,R90,98.4
UB9237MZ,R90,90.6
OV4325IW,R90,89.6
KP1693EE,R90,97.1
LT6637XK,R90,101.3
NV7341DE,R90,95.0
KX8285GF,R90,99.7
VS8603ZG,R90,97.8
LJ4532QM,R90,93.7
NM9607WL,R90,98.4
FU2348TC,R90,97.6
DX4855GI,R90,95.4
EV9679JH,R90,94.6
ZP7859FO,R90,96.3
GX7518ML,R90,92.0
AW7309SG,R90,100.3
QU4976MQ,R90,89.7
DL4560FC,R90,98.1
WG4952GF,R90,94.5
BD4493HJ,R90,96.7
XQ9962RV,R90,89.3
ZC2566TD,R90,103.5
GY3143RY,R90,94.4
OU3598IV,R90,93.7
FX1698AM,R90,91.0
QJ3995YY,R90,94.1
EI6998IL,R90,93.1
TT7622QH,R90,93.2
YX2329TJ,R90,98.3
WU7870VS,R90,93.1
QB4759NS,R90,97.8
LQ8032WL,R90,96.9
TI8974ON,R90,95.1
HW7631ZB,R90,97.9
NN3467TT,R90,94.3
IG2769WX,R90,93.8
ZG1028JM,R90,96.0
WI6168IQ,R90,100.0
KY4487JV,R90,99.4
WB7593ZR,R90,98.5
KH2801WZ,R90,97.5
KT1802MK,R90,98.5
TM4374BE,R90,99.9
EE1596OV,R90,98.5
YU2121HS,R90,98.2
KN2550AS,R90,97.4
HN5315HU,R90,95.2
EN4204UP,R90,108.4
AB3639UR,R90,102.4
CY1306ZC,R90,97.0
OK1216GD,R90,96.6
RB3397EN,R90,98.2
QP4400AK,R90,99.2
FU8291MZ,R90,92.6
XF3580BN,R90,98.8
TN5007FY,R90,97.7
QM3404BM,R90,94.2
MR3098ZO,R90,98.4
XW1392LV,R90,98.2
CB8617HF,R90,96.9
SO7564EI,R90,94.9
FM4678AW,R90,95.1
FQ8857YD,R90,95.0
CT8109OW,R90,98.4
EW5271ES,R90,92.2
VB3621VB,R90,97.9
RM2628OM,R90,93.8
IZ7457KI,R90,99.6
ID8212XC,R90,100.9
RS4409BR,R90,107.2
ZO6334AP,R90,97.9
NR3785VP,R90,95.8
AV5175RG,R90,92.9
BD5783QX,R90,91.4
XU9338LO,R90,96.1
HU2142QY,R90,99.2
VG9084WV,R90,99.9
PF1974OF,R90,96.8
IQ8585TU,R90,99.9
EP7373BG,R90,95.2
OB8622DC,R90,96.3
TD1873OR,R90,99.6
CK6589HV,R90,92.0
RK5712FF,R90,101.4
SJ8856BB,R90,99.7
VM4687XW,R90,87.1
KT2403HU,R90,90.1
RQ6767GB,R90,97.6
PJ8939XB,R90,94.0
QX1904GH,R90,94.0
QC8724YX,R90,99.2
IS9395IN,R90,94.8
XN8118SB,R90,97.0
RH8148NG,R90,95.1
BQ3489HN,R90,98.2
TW3907VS,R90,96.0
TI4700CO,R90,99.6
DZ5774VQ,R90,99.8
IR2057HU,R90,98.9
SU4540EU,R90,97.8
FH5825WT,R90,95.2
NB8875MI,R90,97.1
CZ9906KG,R90,97.4
XM4323ZB,R90,98.2
JT8822HP,R90,92.0
NW9311NN,R90,95.4
LF4364ZZ,R90,99.2
VI8737PZ,R90,98.7
QH4846CQ,R90,93.1
CQ8360UL,R90,98.0
LS3279SB,R90,93.1
JM8964VJ,R90,93.8
XI6490CH,R90,98.3
AP3602AV,R90,111.0
TI8891FD,R90,98.2
DZ3599AY,R90,101.6
IJ8276GG,R90,96.9
FB8049OR,R90,99.2
EF6155NQ,R90,93.9
HX3387WB,R90,98.5
XQ5730LS,R90,100.4
YI8064CZ,R90,95.1
BN9220FK,R90,100.3
VA5268HI,R90,99.2
LZ3153MP,R90,93.5
FH9486XG,R90,96.5
YS4175YI,R90,91.8
BO3885CB,R90,97.8
HJ9864XB,R90,105.4
LS6586QK,R90,97.7
AV6992TK,R90,99.4
LU6233JS,R90,98.0
KS4161ZV,R90,106.8
IB9702FC,R90,98.6
AU3057MC,R90,94.5
LG6233FG,R90,88.0
NC9922SP,R90,100.4
MJ6003UJ,R90,96.6
SJ2749KT,R90,93.0
BJ3523ZS,R90,95.8
ZV9280RT,R90,98.2
KK2317IT,R90,97.7
AW7746OL,R90,91.8
SX3632TF,R90,93.9
PL4166UX,R90,96.7
BV4514HH,R90,93.5
VF8709XA,R90,96.0
QN9553CM,R90,98.2
YE1859GV,R90,99.4
BE8225JN,R90,86.9
TG4545VS,R90,99.3
DS6519BM,R90,94.0
VO5396WE,R90,89.6
FN1708KF,R90,95.4
AH8428CI,R90,94.9
ON7676JX,R90,99.3
IL7643EG,R90,94.9
WA3034UT,R90,92.4
DJ6371EA,R90,96.8
OZ2370LM,R90,96.5
GR3105XP,R90,98.7
KX9128NW,R90,104.7
IJ2610WB,R90,95.5
US8385HX,R90,100.9
VO9395YB,R90,95.8
OV8766IQ,R90,97.1
XU2052TR,R90,94.8
AC3566FW,R90,96.2
GG1392IY,R90,90.8
RI7586XZ,R90,99.2
ZV3507WB,R90,97.2
AH1421LK,R90,91.7
GQ4570YL,R90,95.4
PE5798VH,R90,98.2
YG7324GI,R90,95.5
FD7518MZ,R90,91.1
QP6709AQ,R90,95.2
YA1086ZO,R90,97.8
BD6835CF,R90,95.6
RK9708IE,R90,97.3
EX2097WL,R90,95.4
CT4125JW,R90,94.4
SZ5683OC,R90,95.8
SE5965JK,R90,96.1
KK3029CD,R90,94.5
XH4871JS,R90,101.7
LQ7443GX,R90,98.1
LT1262FU,R90,96.6
MT1099NI,R90,99.3
OP1830DX,R90,100.2
AZ3257RJ,R90,97.8
EE3015NE,R90,99.4
TZ5284RJ,R90,91.2
IS3035GL,R90,101.0
OR9660GL,R90,95.8
XP4134RN,R90,96.6
MI8085AH,R90,98.2
IV7436TA,R90,98.9
QV5732BL,R90,97.3
VY5224CZ,R90,97.8
FJ8161UD,R90,96.7
GR4267TC,R90,99.0
CL5268FK,R90,99.1
WH9299HH,R90,98.1
ZV1313VR,R90,97.2
QJ6473KQ,R90,99.0
TG1991NU,R90,97.9
SQ5093KL,R90,94.3
UI8103JT,R90,106.1
CG8235XQ,R90,88.7
UP4008HB,R90,97.2
CY9189JX,R90,99.5
NP2760XS,R90,97.0
WW6836ST,R90,99.0
IC3636RZ,R90,92.7
CW5813YV,R90,97.7
IP2599CV,R90,99.6
KR6377YA,R90,94.4
ZL8516OF,R90,91.6
DM6006KR,R90,96.0
HB3153LY,R90,90.1
GC1974YH,R90,94.3
PN8617CZ,R90,96.0
PG6497ZI,R90,97.8
WE8277HS,R90,96.8
IP4711CA,R90,97.0
VE9057DN,R90,97.9
ET5218TZ,R90,99.3
RC8234RA,R90,93.2
GQ3131ES,R90,97.9
BH9794RP,R90,96.6
PO6110DK,R90,96.6
NO1486GA,R90,95.7
ZB2648DF,R90,98.7
TP8557QF,R90,94.3
YP1241BV,R90,86.0
JX7973OV,R90,92.5
TC2784RW,R90,96.8
HM5067UM,R90,96.4
BK9436CZ,R90,99.0
DX3059ZH,R90,95.8
NP9355GI,R90,96.3
JW9913VP,R90,96.8
PT8526IY,R90,97.5
PL1183QQ,R90,97.5
KF2077JJ,R90,100.5
QP3541VJ,R90,98.0
KI3698OB,R90,98.0
BD4414HF,R90,105.4
YQ7922RW,R90,99.4
GZ5995PY,R90,97.2
XS2817KW,R90,99.0
BU3370VC,R90,97.8
JU4414BA,R90,98.9
XD2640MB,R90,94.3
RW4619RH,R90,98.9
PV5861MJ,R90,102.8
RH4065FW,R90,99.5
MF9124CG,R90,99.3
LL4222LN,R90,99.7
JD5886RM,R90,93.0
PL3029JY,R90,97.1
ZM3542WJ,R90,94.6
PM9798JD,R90,98.4
AP1816OU,R90,92.5
PU7151YV,R90,99.6
UH1540DV,R90,98.0
JD5763UD,R90,99.0
EB3434TO,R90,97.7
KT2628YX,R90,93.1
EX8319CJ,R90,92.8
KM7077VH,R90,99.1
HI6246ID,R90,98.6
VK8457IM,R90,98.4
YV5090TO,R90,95.5
HJ3461DX,R90,90.1
FZ5679GA,R90,95.4
ZS6747OD,R90,93.7
HE3102EN,R90,99.6
GB6222YL,R90,97.3
KF4975FV,R90,100.1
KY6513SX,R90,94.4
SM2144DT,R90,99.5
QT2161OK,R90,96.7
TU8055IJ,R90,89.4
XB3686AE,R90,95.7
PJ3335ZO,R90,100.0
LV7209RR,R90,98.2
RE4562VM,R90,98.5
BN8458KW,R90,114.9
DJ5697JA,R90,87.7
JX3238LV,R90,92.9
ES4692JX,R90,95.9
SI5559UJ,R90,100.7
XY7733US,R90,91.0
TB6864RZ,R90,96.8
OX3360TD,R90,98.1
VJ9091XO,R90,95.0
YZ4603VV,R90,97.9
KM8328KZ,R90,96.7
FG1072QR,R90,93.1
DI9113YM,R90,99.5
WL4548PQ,R90,98.6
ED1417NX,R90,99.6
OQ3484ZD,R90,100.0
OK6583RK,R90,97.9
JV4247QR,R90,96.2
QA9841WZ,R90,99.7
VA2246SQ,R90,98.2
WF8359AQ,R90,95.5
VF2797VP,R90,94.7
CJ5285SG,R90,98.3
RR1837LK,R90,96.3
SE1112YY,R90,92.6
ZF5359MA,R90,86.6
QN9699SY,R90,100.7
CN8777QX,R90,96.6
YE9287BZ,R90,90.2
JZ2173WV,R90,90.1
DK2990PT,R90,98.8
FD9292PP,R90,97.0
NJ9180NY,R90,95.0
UR7706YX,R90,99.8
KR5443NE,R90,96.9
OS8973KP,R90,98.3
GX6685FU,R90,98.5
NV1307CH,R90,95.9
PK2191PF,R90,92.4
NF9085UP,R90,98.3
WR6706XL,R90,96.4
VC2426TP,R90,84.0
GG3066JH,R90,92.2
DK5318WH,R90,98.8
KF3726AJ,R90,93.7
KU1527TX,R90,99.8
DU5333PF,R90,97.7
SD8295FH,R90,99.6
EZ2800NA,R90,95.7
GO5673QH,R90,97.5
SL7471WF,R90,99.3
KN1561HN,R90,91.8
UW7214SC,R90,97.1
LO1402MT,R90,98.4
JB7360RX,R90,98.8
CQ7365GC,R90,103.1
YU3261AU,R90,95.5
BM2344RQ,R90,93.3
GR4337FL,R90,98.0
NY6859KM,R90,88.5
CG9777CA,R90,97.3
EI5713AG,R90,92.6
FU2355ZJ,R90,85.4
FE1098DV,R90,99.6
IH5425OY,R90,96.0
QS6314PK,R90,93.5
GY4832KD,R90,93.1
HI3197TC,R90,96.1
FJ9414RW,R90,97.9
PK8963DX,R90,88.4
RE4262AL,R90,100.2
SO4227EP,R90,97.9
QC1612PW,R90,99.5
GX9280AQ,R90,94.5
RM8486EN,R90,98.4
OM7651SQ,R90,99.3
LR3216YT,R90,100.6
KQ9938QS,R90,100.2
DQ8390MF,R90,91.1
DG7381DA,R90,99.1
MN1578GX,R90,96.6
NX6922LX,R90,93.1
IZ5640GU,R90,97.9
CC9145IV,R90,96.9
QT9596ZW,R90,95.6
FM2552KZ,R90,99.1
ZN7506FI,R90,98.9
ZU6637PU,R90,99.1
XI1192QE,R90,98.1
PT6620VY,R90,95.2
WM1076KX,R90,92.5
KB8037XH,R90,99.5
UY9789LQ,R90,89.3
DG4091EV,R90,93.3
GB6278HQ,R90,93.5
FM7041FM,R90,91.7
WG2609RY,R90,97.0
DP8056MJ,R90,95.5
PZ8171WM,R90,93.9
IY4207MD,R90,91.4
JO8312DN,R90,99.1
HX5883IE,R90,96.4
UW4465YP,R90,97.2
PD5254AS,R90,92.1
AI2145AB,R90,88.5
CO6971XT,R90,96.0
FK7236SK,R90,94.6
FP1478XZ,R90,93.3
PO7108RL,R90,87.2
BS8345FE,R90,98.3
LP6196SB,R90,98.0
XW4204VW,R90,88.0
QO1340MI,R90,95.0
TN6602KZ,R90,99.6
XV8805RL,R90,97.1
SL8826UE,R90,91.1
NB6103WX,R90,104.6
DC2681KR,R90,99.7
RU2963WV,R90,96.1
AV8808AD,R90,97.5
NM7532FU,R90,91.6
MU1070JK,R90,91.4
NU7814UF,R90,89.5
ZR2438YU,R90,93.1
EM6012VU,R90,94.4
WA4096OI,R90,97.2
LG9647HU,R90,100.1
VV2212MH,R90,99.7
CL3685FB,R90,91.5
FD5940DY,R90,97.1
KR7028KA,R90,104.2
NM5326IW,R90,93.6
WM6630JK,R90,95.1
TP9181UJ,R90,94.3
HT9610JO,R90,96.9
TK1861CQ,R90,94.4
XH2782FH,R90,96.2
TY9263WI,R90,96.2
UV5910GT,R90,94.1
VS9921QZ,R90,91.0
VY1708CS,R90,99.6
MZ5027IR,R90,96.5
CQ2556GQ,R90,93.8
LL6432BS,R90,94.7
JW8538BZ,R90,96.5
SB9636IN,R90,92.9
UG6307BY,R90,93.5
OX1850IC,R90,95.0
NH6023WG,R90,91.1
GV1395TS,R90,93.4
YS4388MF,R90,99.1
TC3818MM,R90,94.8
SX2140GE,R90,99.7
LY2459QO,R90,97.9
CP5835FS,R90,95.8
EQ8479ND,R90,104.7
LI8455DC,R90,94.6
EH2490EW,R90,95.2
YU5799CD,R90,92.5
RT9773EM,R90,91.3
HU2576ZD,R90,99.8
QH7767RH,R90,98.6
UY4921HF,R90,98.4
PK5020JR,R90,96.4
RJ6334AZ,R90,97.8
RN4018DJ,R90,97.5
HN9585MO,R90,91.9
PY3057JC,R90,100.1
YS5853BG,R90,97.4
EI9157MK,R90,86.4
IV8907BL,R90,98.5
PB8998FO,R90,95.6
OU6659LF,R90,97.8
MR2888RR,R90,99.9
KF8335FH,R90,98.1
DZ9098GN,R90,94.1
JP9562EU,R90,100.0
BE9667UL,R90,99.0
SG7990NC,R90,97.6
BP4447XM,R90,99.3
GX9830SU,R90,82.5
EZ6249JT,R90,89.8
TO9036OB,R90,98.0
CY5789CF,R90,89.7
FP7241QP,R90,96.5
ZR6225JL,R90,92.4
BX4763FU,R90,93.3
QA2931AU,R90,100.7
CC7280DQ,R90,97.9
XN4770YT,R90,97.7
CI3695OY,R90,100.8
HH1971DX,R90,99.7
TP4598TR,R90,98.6
ZH9193OP,R90,98.8
AS3255GA,R90,98.8
YO9595NT,R90,98.1
UJ1301PT,R90,94.0
JS5380FI,R90,99.3
LR6450IE,R90,96.6
ZM7833RD,R90,100.9
GG5919IW,R90,95.1
KP6299OY,R90,96.2
GV6394BN,R90,99.4
HE4869NJ,R90,92.0
PB7972PR,R90,100.7
KS8560TO,R90,93.5
QG7322KU,R90,99.7
AM7758AE,R90,98.7
FT1346QY,R90,102.4
NT1283ED,R90,95.3
LS5413SF,R90,99.5
XP4965ZW,R90,103.4
GE3164WL,R90,92.2
PC9125HX,R90,99.9
SV3665WM,R90,102.0
BR2141UJ,R90,96.2
WA1662BV,R90,92.5
MF9305RF,R90,97.0
PC8843KB,R90,98.6
IT4166AU,R90,94.7
KR9284KB,R90,98.8
RQ4379SY,R90,100.4
SN6188DM,R90,95.4
ME1583SN,R90,95.1
EZ4011FS,R90,102.4
XP8870KU,R90,99.4
VQ2334DU,R90,95.0
LZ4419MI,R90,98.4
BW8492XZ,R90,93.2
ES6726BN,R90,98.2
DP4556XM,R90,98.2
TX9238WY,R90,99.8
AM6235OU,R90,94.7
KU4332AB,R90,93.0
XB3231QP,R90,92.1
MC4559WQ,R90,104.9
ZZ3426YW,R90,98.5
VA1010GZ,R90,100.6
HM2130XG,R90,94.9
EW4789PD,R90,96.9
KA1554JV,R90,93.7
IA1654AO,R90,94.5
AF7231SK,R90,98.8
ND2384PY,R90,88.9
MI5414UA,R90,97.5
XP5590BC,R90,89.6
IW8105RR,R90,92.5
PR4793DD,R90,96.6
XE3168AE,R90,98.7
QQ1484XU,R90,99.7
DC3317XC,R90,96.7
XL1457FE,R90,99.9
MS8225ZU,R90,89.1
HT4791XF,R90,107.0
NY3654XG,R90,98.3
DS3265ZN,R90,99.4
IB6842BH,R90,97.6
VG4664CH,R90,97.7
AE1565UA,R90,99.0
SW1362HQ,R90,98.2
LH9996KT,R90,96.5
